clean_feedback,valid_invalid,category,sentiment
food served right temperature,valid,canteen,positive
teacher encouraged participation class,valid,academics,positive
administrative queue moved quickly,valid,administration,positive
portal interface feel modern responsive,valid,website,positive
classroom light too dim,valid,facilities,neutral
library study room well maintained,valid,library,positive
snack tasted slightly stale today,valid,canteen,negative
assignment aligned well exam topic,valid,academics,positive
office staff provided accurate information,valid,administration,positive
website page load consistently fast,valid,website,positive
parking area feel congested morning,valid,facilities,neutral
library provides adequate seating capacity,valid,library,positive
lunch slightly underseasoned,valid,canteen,neutral
teacher clarified complex concept clearly,valid,academics,positive
administrative staff responded professionally,valid,administration,positive
portal update reflected without delay,valid,website,positive
classroom desk unstable,valid,facilities,negative
library environment support effective learning,valid,library,positive
beverage tasted refreshing today,valid,canteen,positive
practice session improved exam preparation,valid,academics,positive
office staff polite efficient,valid,administration,positive
library feel quiet morning,valid,library,positive
shelf look dusty,valid,library,negative
reading space feel okay,valid,library,neutral
found past paper easily,valid,library,positive
book return counter slow,valid,library,negative
library temperature feel normal,valid,library,neutral
staff helped locate journal,valid,library,positive
book missing label,valid,library,negative
study desk feel comfortable,valid,library,positive
noise level feel average,valid,library,neutral
idli tasted soft fresh,valid,canteen,positive
curry felt too salty,valid,canteen,negative
lunch rush feel normal,valid,canteen,neutral
fruit juice refreshing,valid,canteen,positive
roti felt hard,valid,canteen,negative
counter speed feel okay,valid,canteen,neutral
evening snack tasty,valid,canteen,positive
tea tasted watery,valid,canteen,negative
cold drink chilled well,valid,canteen,positive
menu choice feel average,valid,canteen,neutral
faculty explained concept clearly,valid,academics,positive
slide confusing today,valid,academics,negative
class flow feel normal,valid,academics,neutral
extra example helped understanding,valid,academics,positive
homework load feel heavy,valid,academics,negative
daily lesson feel okay,valid,academics,neutral
mock test helped preparation,valid,academics,positive
doubt session ended too fast,valid,academics,negative
practice sheet useful,valid,academics,positive
topic coverage feel average,valid,academics,neutral
office staff guided well,valid,administration,positive
misplaced document,valid,administration,negative
waiting area feel normal,valid,administration,neutral
form got approved quickly,valid,administration,positive
stand queue long,valid,administration,negative
reception feel okay today,valid,administration,neutral
